iter	RMSE
639	1.549509894
640	1.54947267
641	1.549440713
642	1.549416084
643	1.549404518
644	1.549343206
645	1.549319666
646	1.54928663
647	1.549271798
648	1.54923353
649	1.549222643
650	1.54917678
651	1.549140676
652	1.549115943
653	1.549091992
654	1.549071439
655	1.549052721
656	1.549021352
657	1.549014195
658	1.548979594
659	1.548954131
660	1.548931869
661	1.548901627
662	1.548885265
663	1.548867883
664	1.548838014
665	1.54881715
666	1.548776861
667	1.548741994
668	1.548736613
669	1.548707796
670	1.548679034
671	1.548652161
672	1.548607285
673	1.548587126
674	1.548555343
675	1.548522492
676	1.548488589
677	1.548460082
678	1.548430259
679	1.548343154
680	1.548327303
681	1.548300358
682	1.548273207
683	1.548244247
684	1.548233555
685	1.548207066
686	1.548188973
687	1.548169869
688	1.548133588
689	1.548094166
690	1.548074175
691	1.548041489
692	1.548022686
693	1.548007336
694	1.547964276
695	1.547947766
696	1.547915062
697	1.547883194
698	1.547864828
699	1.547852637
700	1.547774903
701	1.547749647
702	1.547732623
703	1.547703696
704	1.547656318
705	1.547630317
706	1.547612696
707	1.547588065
708	1.547576755
709	1.547552374
710	1.547532269
711	1.547508334
712	1.54744011
713	1.547418136
714	1.547406279
715	1.547390912
716	1.547386589
717	1.547353638
718	1.547330144
719	1.547321747
720	1.547286097
721	1.54726901
722	1.547241699
723	1.547217218
724	1.547196809
725	1.547178634
726	1.54715937
727	1.547129339
728	1.547117024
729	1.547093822
730	1.547082269
731	1.547064507
732	1.547048169
733	1.547040502
734	1.546979675
735	1.54695352
736	1.546940985
737	1.546911499
738	1.546890906
739	1.546850032
740	1.546844096
741	1.546829987
742	1.546814673
743	1.54679326
744	1.546770618
745	1.546757518
746	1.546741953
747	1.546711336
748	1.546690215
749	1.546669529
750	1.54665577
751	1.546637894
752	1.546617373
753	1.546576884
754	1.546560338
755	1.546539909
756	1.546516246
757	1.546500733
758	1.546486308
759	1.546460692
760	1.546444864
761	1.546421472
762	1.54641329
763	1.546400026
764	1.546396918
